date,water_level,is_interpolated
8/14/2024,39.15,FALSE
8/15/2024,39.15,FALSE
8/16/2024,39.14,FALSE
8/17/2024,39.14,FALSE
8/18/2024,39.15,FALSE
8/19/2024,39.16,FALSE
8/20/2024,39.15,FALSE
8/21/2024,39.15,FALSE
8/22/2024,39.13,FALSE
8/23/2024,39.13,FALSE
8/24/2024,39.15,FALSE
8/25/2024,39.15,FALSE
8/26/2024,39.16,FALSE
8/27/2024,39.15,FALSE
8/28/2024,39.15,FALSE
8/29/2024,39.16,FALSE
8/30/2024,39.16,FALSE
8/31/2024,39.15,FALSE
9/1/2024,39.15,FALSE
9/2/2024,39.15,FALSE
9/3/2024,39.15,FALSE
9/4/2024,39.17,FALSE
9/5/2024,39.16,FALSE
9/6/2024,39.15,FALSE
9/7/2024,39.14,FALSE
9/8/2024,39.14,FALSE
9/9/2024,39.14,FALSE
9/10/2024,39.13,FALSE
9/11/2024,39.12,FALSE
9/12/2024,39.135,TRUE
9/13/2024,39.15,FALSE
9/14/2024,39.15,FALSE
9/15/2024,39.13,FALSE
9/16/2024,39.13,FALSE
9/17/2024,39.15,FALSE
9/18/2024,39.15,FALSE
9/19/2024,39.15,FALSE
9/20/2024,39.15,FALSE
9/21/2024,39.16,FALSE
9/22/2024,39.17,FALSE
9/23/2024,39.17,FALSE
9/24/2024,39.16,FALSE
9/25/2024,39.15,FALSE
9/26/2024,39.16,FALSE
9/27/2024,39.16,FALSE
9/28/2024,39.16,FALSE
9/29/2024,39.16,FALSE
9/30/2024,39.17,FALSE
10/1/2024,39.16,FALSE
10/2/2024,39.14,FALSE
10/3/2024,39.14,FALSE
10/4/2024,39.15,FALSE
10/5/2024,39.16,FALSE
10/6/2024,39.15,FALSE
10/7/2024,39.14,FALSE
10/8/2024,39.13,FALSE
10/9/2024,39.14,FALSE
10/10/2024,39.14,FALSE
10/11/2024,39.14,FALSE
10/12/2024,39.14,FALSE
10/13/2024,39.14,FALSE
10/14/2024,39.14,FALSE
10/15/2024,39.13,FALSE
10/16/2024,39.11,FALSE
10/17/2024,39.11,FALSE
10/18/2024,39.15,FALSE
10/19/2024,39.15,FALSE
10/20/2024,39.13,FALSE
10/21/2024,39.13,FALSE
10/22/2024,39.14,FALSE
10/23/2024,39.13,FALSE
10/24/2024,39.13,FALSE
10/25/2024,39.13,FALSE
10/26/2024,39.14,FALSE
10/27/2024,39.11,FALSE
10/28/2024,39.09,FALSE
10/29/2024,39.11,FALSE
10/30/2024,39.12,FALSE
10/31/2024,39.11,FALSE
11/1/2024,39.11,FALSE
11/2/2024,39.1,FALSE
11/3/2024,39.12,FALSE
11/4/2024,39.13,FALSE
11/5/2024,39.11,FALSE
11/6/2024,39.13,FALSE
11/7/2024,39.13,FALSE
11/8/2024,39.12,FALSE
11/9/2024,39.1,FALSE
11/10/2024,39.11,FALSE
11/11/2024,39.09,FALSE
11/12/2024,39.12,FALSE
11/13/2024,39.11,FALSE
11/14/2024,39.09,FALSE
11/15/2024,39.07,FALSE
11/16/2024,39.11,FALSE
11/17/2024,39.1,FALSE
11/18/2024,39.1,FALSE
11/19/2024,39.11,FALSE
11/20/2024,39.11,FALSE
11/21/2024,39.11,FALSE
11/22/2024,39.09,FALSE
11/23/2024,39.08,FALSE
11/24/2024,39.11,FALSE
11/25/2024,39.1,FALSE
11/26/2024,39.09,FALSE
11/27/2024,39.11,FALSE
11/28/2024,39.11,FALSE
11/29/2024,39.11,FALSE
11/30/2024,39.11,FALSE
12/1/2024,39.11,FALSE
12/2/2024,39.11,FALSE
12/3/2024,39.1,FALSE
12/4/2024,39.11,FALSE
12/5/2024,39.1,FALSE
12/6/2024,39.11,FALSE
12/7/2024,39.09,FALSE
12/8/2024,39.08,FALSE
12/9/2024,39.11,FALSE
12/10/2024,39.11,FALSE
12/11/2024,39.08,FALSE
12/12/2024,39.05,FALSE
12/13/2024,39.09,FALSE
12/14/2024,39.07,FALSE
12/15/2024,39.1,FALSE
12/16/2024,39.08,FALSE
12/17/2024,39.11,FALSE
12/18/2024,39.11,FALSE
12/19/2024,39.09,FALSE
12/20/2024,39.09,FALSE
12/21/2024,39.08,FALSE
12/22/2024,39.08,FALSE
12/23/2024,39.08,FALSE
12/24/2024,39.05,FALSE
12/25/2024,39.07,FALSE
12/26/2024,39.06,FALSE
12/27/2024,39.04,FALSE
12/28/2024,39.07,FALSE
12/29/2024,39.05,FALSE
12/30/2024,39.08,FALSE
12/31/2024,39.07,FALSE
1/1/2025,39.07,FALSE
1/2/2025,39.07,FALSE
1/3/2025,39.04,FALSE
1/4/2025,39.07,FALSE
1/5/2025,39.08,FALSE
1/6/2025,39.06,FALSE
1/7/2025,39.08,FALSE
1/8/2025,39.08,FALSE
1/9/2025,39.08,FALSE
1/10/2025,39.06,FALSE
1/11/2025,39.06,FALSE
1/12/2025,39.05,FALSE
1/13/2025,39.07,FALSE
1/14/2025,39.07,FALSE
1/15/2025,39.06,FALSE
1/16/2025,39.04,FALSE
1/17/2025,39.04,FALSE
1/18/2025,39.06,FALSE
1/19/2025,39.04,FALSE
1/20/2025,39.07,FALSE
1/21/2025,39.07,FALSE
1/22/2025,39.07,FALSE
1/23/2025,39.06,FALSE
1/24/2025,39.01,FALSE
1/25/2025,39,FALSE
1/26/2025,39.04,FALSE
1/27/2025,39.04,FALSE
1/28/2025,39.03,FALSE
1/29/2025,39.03,FALSE
1/30/2025,39.04,FALSE
1/31/2025,39.03,FALSE
2/1/2025,39.02,FALSE
2/2/2025,39.01,FALSE
2/3/2025,39.01,FALSE
2/4/2025,39,FALSE
2/5/2025,39.02,FALSE
2/6/2025,39.01,FALSE
2/7/2025,39.03,FALSE
2/8/2025,39.04,FALSE
2/9/2025,39.03,FALSE
2/10/2025,39.01,FALSE
2/11/2025,39,FALSE
2/12/2025,39,FALSE
2/13/2025,38.98,FALSE
2/14/2025,39.01,FALSE
2/15/2025,39.04,FALSE
2/16/2025,39.01,FALSE
2/17/2025,39.01,FALSE
2/18/2025,39.03,FALSE
2/19/2025,39.01,FALSE
2/20/2025,39.03,FALSE
2/21/2025,39.03,FALSE
2/22/2025,39.03,FALSE
2/23/2025,39.02,FALSE
2/24/2025,39.01,FALSE
2/25/2025,39.01,FALSE
2/26/2025,39.02,FALSE
2/27/2025,39.02,FALSE
2/28/2025,39,FALSE
3/1/2025,38.98,FALSE
3/2/2025,38.96,FALSE
3/3/2025,38.97,FALSE
3/4/2025,39,FALSE
3/5/2025,38.96,FALSE
3/6/2025,38.95,FALSE
3/7/2025,39.01,FALSE
3/8/2025,39.02,FALSE
3/9/2025,39,FALSE
3/10/2025,38.97,FALSE
3/11/2025,38.96,FALSE
3/12/2025,38.96,FALSE
3/13/2025,38.94,FALSE
3/14/2025,38.95,FALSE
3/15/2025,38.98,FALSE
3/16/2025,38.98,FALSE
3/17/2025,38.96,FALSE
3/18/2025,39,FALSE
3/19/2025,39,FALSE
3/20/2025,38.98,FALSE
3/21/2025,38.97,FALSE
3/22/2025,38.98,FALSE
3/23/2025,38.99,FALSE
3/24/2025,38.99,FALSE
3/25/2025,38.98,FALSE
3/26/2025,38.96,FALSE
3/27/2025,38.95,FALSE
3/28/2025,38.96,FALSE
3/29/2025,38.96,FALSE
3/30/2025,38.95,FALSE
3/31/2025,38.94,FALSE
4/1/2025,38.94,FALSE
4/2/2025,38.95,FALSE
4/3/2025,38.97,FALSE
4/4/2025,38.99,FALSE
4/5/2025,38.99,FALSE
4/6/2025,38.97,FALSE
4/7/2025,38.96,FALSE
4/8/2025,38.97,FALSE
4/9/2025,38.98,FALSE
4/10/2025,38.97,FALSE
4/11/2025,38.95,FALSE
4/12/2025,38.95,FALSE
4/13/2025,38.96,FALSE
4/14/2025,38.96,FALSE
4/15/2025,38.95,FALSE
4/16/2025,38.93,FALSE
4/17/2025,38.93,FALSE
4/18/2025,38.96,FALSE
4/19/2025,38.96,FALSE
4/20/2025,38.95,FALSE
4/21/2025,38.95,FALSE
4/22/2025,38.94,FALSE
4/23/2025,38.93,FALSE
4/24/2025,38.94,FALSE
4/25/2025,38.92,FALSE
4/26/2025,38.92,FALSE
4/27/2025,38.93,FALSE
4/28/2025,38.96,FALSE
4/29/2025,38.95,FALSE
4/30/2025,38.94,FALSE
5/1/2025,38.94,FALSE
5/2/2025,38.94,FALSE
5/3/2025,38.92,FALSE
5/4/2025,38.92,FALSE
5/5/2025,38.93,FALSE
5/6/2025,38.94,FALSE
5/7/2025,38.94,FALSE
5/8/2025,38.95,FALSE
5/9/2025,38.95,FALSE
5/10/2025,38.93,FALSE
5/11/2025,38.91,FALSE
5/12/2025,38.9,FALSE
5/13/2025,38.915,TRUE
5/14/2025,38.93,FALSE
5/15/2025,38.93,FALSE
5/16/2025,38.92,FALSE
5/17/2025,38.89,FALSE
5/18/2025,38.92,FALSE
5/19/2025,38.93,FALSE
5/20/2025,38.93,FALSE
5/21/2025,38.92,FALSE
5/22/2025,38.91,FALSE
5/23/2025,38.91,FALSE
5/24/2025,38.92,FALSE
5/25/2025,38.92,FALSE
5/26/2025,38.92,FALSE
5/27/2025,38.92,FALSE
5/28/2025,38.92,FALSE
5/29/2025,38.92,FALSE
5/30/2025,38.93,FALSE
5/31/2025,38.91,FALSE
6/1/2025,38.9,FALSE
6/2/2025,38.91,FALSE
6/3/2025,38.91,FALSE
6/4/2025,38.9,FALSE
6/5/2025,38.91,FALSE
6/6/2025,38.91,FALSE
6/7/2025,38.92,FALSE
6/8/2025,38.91,FALSE
6/9/2025,38.91,FALSE
6/10/2025,38.9,FALSE
6/11/2025,38.9,FALSE
6/12/2025,38.89,FALSE
6/13/2025,38.9,FALSE
6/14/2025,38.91,FALSE
6/15/2025,38.91,FALSE
6/16/2025,38.9,FALSE
6/17/2025,38.9,FALSE
6/18/2025,38.9,FALSE
6/19/2025,38.88,FALSE
6/20/2025,38.87,FALSE
6/21/2025,38.89,FALSE
6/22/2025,38.9,FALSE
6/23/2025,38.9,FALSE
6/24/2025,38.9,FALSE
6/25/2025,38.9,FALSE
6/26/2025,38.89,FALSE
6/27/2025,38.89,FALSE
6/28/2025,38.9,FALSE
6/29/2025,38.89,FALSE
6/30/2025,38.89,FALSE
7/1/2025,38.88,FALSE
7/2/2025,38.89,FALSE
7/3/2025,38.88,FALSE
7/4/2025,38.88,FALSE
7/5/2025,38.9,FALSE
7/6/2025,38.89,FALSE
7/7/2025,38.89,FALSE
7/8/2025,38.89,FALSE
7/9/2025,38.89,FALSE
7/10/2025,38.89,FALSE
7/11/2025,38.88,FALSE
7/12/2025,38.88,FALSE
7/13/2025,38.89,FALSE
7/14/2025,38.87,FALSE
7/15/2025,38.87,FALSE
7/16/2025,38.87,FALSE
7/17/2025,38.87,FALSE
7/18/2025,38.88,FALSE
7/19/2025,38.88,FALSE
7/20/2025,38.87,FALSE
7/21/2025,38.86,FALSE
7/22/2025,38.87,FALSE
7/23/2025,38.87,FALSE
7/24/2025,38.88,FALSE
7/25/2025,38.86,FALSE
7/26/2025,38.86,FALSE
7/27/2025,38.87,FALSE
7/28/2025,38.87,FALSE
7/29/2025,38.87,FALSE
7/30/2025,38.86,FALSE
7/31/2025,38.87,FALSE
8/1/2025,38.87,FALSE
8/2/2025,38.87,FALSE
8/3/2025,38.86,FALSE
8/4/2025,38.85,FALSE
8/5/2025,38.86,FALSE
8/6/2025,38.87,FALSE
8/7/2025,38.86,FALSE
8/8/2025,38.86,FALSE
8/9/2025,38.86,FALSE
8/10/2025,38.87,FALSE
8/11/2025,38.86,FALSE
8/12/2025,38.85,FALSE
8/13/2025,38.85,FALSE
8/14/2025,38.84,FALSE
8/15/2025,38.85,FALSE
8/16/2025,38.85,FALSE
8/17/2025,38.85,FALSE
8/18/2025,38.85,FALSE
8/19/2025,38.86,FALSE
8/20/2025,38.85,FALSE
8/21/2025,38.85,FALSE
8/22/2025,38.85,FALSE
8/23/2025,38.85,FALSE
8/24/2025,38.84,FALSE
8/25/2025,38.83,FALSE
8/26/2025,38.84,FALSE
8/27/2025,38.85,FALSE
8/28/2025,38.85,FALSE
8/29/2025,38.84,FALSE
8/30/2025,38.84,FALSE
8/31/2025,38.84,FALSE
9/1/2025,38.84,FALSE
9/2/2025,38.84,FALSE
9/3/2025,38.84,FALSE
9/4/2025,38.82,FALSE
9/5/2025,38.83,FALSE
9/6/2025,38.83,FALSE
9/7/2025,38.84,FALSE
9/8/2025,38.83,FALSE
9/9/2025,38.81,FALSE
9/10/2025,38.82,FALSE
9/11/2025,38.83,FALSE
9/12/2025,38.83,FALSE
9/13/2025,38.83,FALSE
9/14/2025,38.82,FALSE
9/15/2025,38.83,FALSE
9/16/2025,38.84,FALSE
9/17/2025,38.83,FALSE
9/18/2025,38.82,FALSE
9/19/2025,38.82,FALSE
9/20/2025,38.82,FALSE
9/21/2025,38.82,FALSE
9/22/2025,38.83,FALSE
9/23/2025,38.8,TRUE
9/24/2025,38.77,FALSE
9/25/2025,38.76,FALSE
9/26/2025,38.76,FALSE
9/27/2025,38.76,FALSE
9/28/2025,38.76,FALSE
9/29/2025,38.76,FALSE
9/30/2025,38.74,FALSE
10/1/2025,38.76,FALSE
10/2/2025,38.75,FALSE
10/3/2025,38.74,FALSE
10/4/2025,38.74,FALSE
10/5/2025,38.75,FALSE
10/6/2025,38.76,FALSE
10/7/2025,38.76,FALSE
10/8/2025,38.75,FALSE
10/9/2025,38.75,FALSE
10/10/2025,38.74,FALSE
10/11/2025,38.73,FALSE
10/12/2025,38.74,FALSE
10/13/2025,38.72,FALSE
10/14/2025,38.74,FALSE
10/15/2025,38.75,FALSE
10/16/2025,38.76,FALSE
10/17/2025,38.76,FALSE
10/18/2025,38.76,FALSE
10/19/2025,38.75,FALSE
10/20/2025,38.77,FALSE
10/21/2025,38.76,FALSE
10/22/2025,38.75,FALSE
10/23/2025,38.76,FALSE
10/24/2025,38.75,FALSE
10/25/2025,38.73,FALSE
10/26/2025,38.73,FALSE
10/27/2025,38.77,FALSE
10/28/2025,38.77,FALSE
10/29/2025,38.76,FALSE
10/30/2025,38.75,FALSE
10/31/2025,38.75,FALSE
11/1/2025,38.75,FALSE
11/2/2025,38.75,FALSE
11/3/2025,38.74,FALSE
11/4/2025,38.74,FALSE
11/5/2025,38.73,FALSE
11/6/2025,38.75,FALSE
11/7/2025,38.74,FALSE
11/8/2025,38.76,FALSE
11/9/2025,38.77,FALSE
11/10/2025,38.75,FALSE
11/11/2025,38.74,FALSE
11/12/2025,38.73,FALSE
11/13/2025,38.72,FALSE
11/14/2025,38.73,FALSE
11/15/2025,38.72,FALSE
11/16/2025,38.71,FALSE
11/17/2025,38.72,FALSE
11/18/2025,38.73,FALSE
11/19/2025,38.73,FALSE
11/20/2025,38.72,FALSE
11/21/2025,38.75,FALSE
11/22/2025,38.74,FALSE
11/23/2025,38.73,FALSE
11/24/2025,38.74,FALSE
11/25/2025,38.74,FALSE
11/26/2025,38.75,FALSE
11/27/2025,38.73,FALSE
11/28/2025,38.72,FALSE
11/29/2025,38.72,FALSE
11/30/2025,38.72,FALSE
12/1/2025,38.73,FALSE
12/2/2025,38.71,FALSE
12/3/2025,38.73,FALSE
12/4/2025,38.73,FALSE
12/5/2025,38.72,FALSE
12/6/2025,38.72,FALSE
12/7/2025,38.74,FALSE
12/8/2025,38.74,FALSE
12/9/2025,38.73,FALSE
12/10/2025,38.73,FALSE
12/11/2025,38.73,FALSE
12/12/2025,38.72,FALSE
12/13/2025,38.72,FALSE
12/14/2025,38.73,FALSE
12/15/2025,38.73,FALSE
12/16/2025,38.72,FALSE
